LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_BILL,AUGUST_BILL,JULY_BILL,JUNE_BILL,MAY_BILL,APRIL_BILL,SEPT_PAID,AUGUST_PAID,JULY_PAID,JUNE_PAID,MAY_PAID,APRIL_PAID,DEFAULTED
500000,2,2,3,38,10,10,9,9,9,9,9889,24911,71852,18155,32201,39668,24920,50290,5002,15001,17028,778,0
500000,2,3,3,36,10,10,10,10,10,10,7297,12349,26488,6534,9788,25314,12349,26488,6534,9788,25314,103508,0
500000,2,3,3,49,10,10,10,10,10,10,4007,9933,14557,53328,58052,37435,10021,14576,53850,58332,37616,46591,0
500000,2,3,3,52,10,10,10,11,11,11,1323,1725,0,0,0,0,1725,0,0,0,0,0,0
500000,2,3,3,38,9,9,9,9,9,9,105587,105478,100026,86265,67539,53676,3627,3059,2670,2331,2406,1645,0
500000,2,3,3,46,11,11,10,9,9,10,28412,72222,248807,179086,160121,52190,72234,248902,3582,3202,52190,53710,0
500000,2,2,3,46,10,10,10,9,9,9,886,21803,90182,79310,68380,58772,21831,90182,2500,2380,2772,3000,0
500000,2,2,3,28,11,11,11,10,9,9,67763,47746,28148,24377,15421,11239,2244,4625,24448,2028,2009,1710,0
500000,2,3,3,54,9,9,9,9,9,9,428841,432871,436858,432945,338417,318436,15703,12000,15236,98363,11000,9000,0
500000,2,3,3,33,11,11,11,11,11,11,363,2089,4822,48741,92978,0,2089,4822,48741,92978,0,39037,0
500000,2,3,3,47,9,10,10,9,9,7,12943,4814,18365,8728,28521,27920,5025,18571,5000,20000,0,5000,0
500000,2,3,3,38,8,11,10,10,11,10,0,0,2331,0,0,2199,0,2331,0,0,2199,0,0
500000,2,2,3,31,9,9,9,9,9,9,21008,17863,15219,14044,14191,13650,1500,2000,1100,505,700,2000,0
500000,2,3,3,44,10,10,9,9,9,10,301,11057,58508,57855,134,11421,11063,49019,134,0,11421,0,0
500000,2,3,3,34,9,9,9,9,9,9,174246,149600,83320,79359,57549,44994,6371,5000,10051,7549,2102,50000,0
500000,2,2,3,66,10,10,10,10,10,10,3718,1755,2988,11645,13237,303512,1755,2988,11645,13237,303512,0,0
500000,2,3,3,56,10,10,10,10,10,10,881,1035,29944,10528,17907,3147,1035,29944,10528,17907,3147,5011,0
500000,2,3,3,32,10,10,10,10,9,9,185419,10573,0,282562,288459,293233,10573,0,282562,11000,9572,8928,0
500000,2,3,3,39,11,11,11,11,11,11,3220,0,15040,35498,19508,21199,0,15040,35498,19508,21199,10894,1
500000,2,3,3,45,9,9,9,9,9,9,193083,210013,218508,230776,245546,255905,21507,15020,20007,20007,15912,26402,0
500000,2,3,3,52,11,11,11,11,11,11,144430,50001,62622,166818,78909,40268,50133,62646,166853,79331,40268,66607,0
500000,2,3,3,37,10,10,10,10,9,9,993,1413,14123,159738,158400,160588,1413,14123,159738,4285,5001,4294,0
500000,2,2,3,42,9,9,9,9,9,9,431195,440304,341673,76519,77223,76684,17624,14783,3000,3000,2853,2385,0
500000,2,2,3,37,9,9,9,9,9,9,207205,208827,203696,201655,202938,202136,9755,7414,6940,7299,8021,19384,0
500000,2,2,3,40,11,11,11,11,10,9,240927,18676,9390,-3772,282777,288937,1093,9429,3423,291227,9011,9030,0
500000,2,2,3,64,8,10,10,10,10,10,493,1086,731,561,618,991,1086,731,561,618,991,933,1
500000,2,3,3,39,10,9,10,10,10,10,28852,112344,26834,33120,21771,52277,90668,26834,33452,21881,52539,57159,0
500000,2,2,3,33,9,9,9,9,9,10,48415,50588,32091,19615,23084,4528,15021,1408,392,7000,4528,22021,0
500000,2,2,3,48,9,9,9,9,9,9,39734,149570,137549,130893,108030,144938,117243,4500,4500,5000,50000,4578,0
500000,2,2,3,36,9,9,9,9,9,10,4952,6607,8544,15351,5839,9192,3008,4005,8048,131,9213,111,0
500000,2,3,3,35,10,10,10,10,9,9,416,258,1563,21557,14802,19552,258,1563,21557,1000,8000,23762,0
500000,2,3,3,38,10,9,10,9,9,9,5410,2760,36861,23200,34255,18554,2700,36861,10000,20055,1000,5622,0
500000,2,2,3,33,9,9,9,9,9,9,264479,275025,285034,290002,295756,302149,15000,14500,10370,11000,11000,13000,0
500000,2,3,3,39,9,9,9,9,9,9,418958,439432,440324,440565,440050,438953,39432,20000,20000,20000,20000,20000,0
500000,2,2,3,49,11,10,10,10,9,9,3645,2744,1000,16639,7081,0,2744,1005,16639,142,0,10220,0
500000,2,4,3,32,11,11,11,11,11,11,33647,482,9034,64346,5988,16890,486,9041,64988,6000,16899,14028,0
500000,2,3,3,37,8,10,10,10,10,9,0,2529,2971,184,64356,33348,2529,2971,200,38144,0,8479,0
500000,2,2,3,43,9,9,11,10,9,9,53477,0,0,113904,116168,117375,0,0,113904,4130,4356,4103,0
500000,2,3,3,30,9,9,9,9,9,9,224387,165727,119760,72506,60548,57212,10100,7041,4123,5039,5071,3548,0
500000,2,4,3,39,8,10,10,11,11,10,-397,227,-37,-37,-37,213,2200,0,0,0,250,0,0
500000,2,2,3,44,9,9,9,9,9,9,193136,186610,180153,173454,166546,159651,6610,6480,6230,5900,5720,5420,0
500000,2,3,3,50,9,9,9,9,9,9,378981,372392,353719,348365,306196,303114,20002,16023,13009,10008,10000,20004,0
500000,2,3,3,50,10,10,10,10,10,10,21794,12574,12608,-134,22466,1969,12610,12694,0,22600,16837,0,0
500000,2,2,3,42,9,9,11,11,11,11,149838,0,0,0,0,0,0,0,0,0,0,0,0
500000,2,2,3,39,11,11,11,11,11,11,1948,599,552,6360,0,6054,599,552,6360,0,6054,0,0
500000,2,2,3,42,9,9,9,9,9,9,62112,60246,74832,126778,82611,71338,20025,40000,85000,139,20000,29761,0
500000,2,3,3,35,11,10,9,10,10,10,5799,36189,23338,7896,8970,215305,36277,6112,10014,9018,215518,20018,0
500000,2,3,3,41,11,11,11,11,11,11,4513,4342,3321,6760,5788,12633,4375,3337,6789,5816,12696,4348,0
500000,2,3,3,37,9,9,9,9,9,9,208068,188873,170225,170407,196150,167748,30072,10093,20031,60030,15008,8008,0
500000,2,3,3,29,11,11,11,11,11,11,6887,2926,2546,5495,180,-486,2940,2569,6360,3,0,3012,0
500000,2,2,3,31,8,10,10,10,9,9,0,5377,4131,44588,44388,5085,5377,4131,44588,0,0,3148,0
500000,2,2,3,32,10,9,9,10,10,11,26455,12229,989,2008,-59,11835,7060,1003,2018,59,11894,2,0
500000,2,3,3,44,9,10,10,9,9,9,329570,71921,367979,294969,189612,128459,72001,368199,6486,234,90,167116,0
500000,2,2,3,46,9,9,7,7,9,9,198342,212155,185142,115640,78082,80588,19000,5000,0,5000,10000,50000,0
500000,2,3,3,44,11,11,11,11,11,11,2128,635,13258,4562,893,2030,635,13337,4562,893,2030,0,0
500000,2,3,3,47,11,11,11,11,11,11,3634,296,966,6675,-10,2055,299,1169,6708,0,2065,1133,0
500000,2,2,3,45,9,9,9,9,9,10,494140,274198,214481,112222,33958,9684,14515,10815,5874,2729,9784,279706,0
500000,2,3,3,37,11,11,11,11,11,11,16801,14782,23095,49379,35313,23024,14805,23111,49397,35313,23856,27740,0
500000,2,2,3,31,9,9,9,9,9,9,348526,345128,337816,316739,167616,364940,15210,15022,20121,5925,35069,35110,0
500000,2,2,3,43,9,9,9,10,10,10,42081,46495,39489,12421,11345,11968,16495,15720,12421,11345,11968,11824,0
500000,2,3,3,54,10,10,10,10,9,9,6259,2937,10410,30016,8014,2630,2962,10457,30026,26,13,2283,1
500000,2,3,3,34,9,9,9,9,9,9,30376,32715,60927,76088,110294,108964,15000,30007,30000,50000,5000,5000,0
500000,2,3,3,36,11,11,11,11,11,11,9241,10786,12376,12660,8000,20514,10786,12390,12692,8016,20514,16625,0
500000,2,2,3,33,10,10,10,10,10,10,9511,1468,3766,580,8120,1821,1468,3766,580,8120,1821,979,0
500000,2,3,3,44,9,9,9,9,9,9,322849,331476,339278,85500,87192,92581,14000,15000,4000,4000,6784,0,0
500000,2,2,3,45,8,10,10,10,11,11,0,1376,3719,-200,-200,-200,1376,3723,1319,0,0,0,1
500000,2,2,3,38,9,9,9,9,9,9,80460,79689,74664,70270,66053,63924,3527,3030,3028,2513,2100,2524,0
500000,2,2,3,35,9,9,9,9,9,9,286595,292813,302966,300000,400000,0,11000,14846,6000,100000,0,279260,0
500000,2,2,3,41,9,9,9,9,9,9,275956,277193,284198,285419,261073,233343,15000,13000,10000,10000,10000,10000,0
500000,2,2,3,38,9,9,9,9,9,9,15050,20852,26741,27854,30961,54017,7000,7000,2000,5000,25002,3000,0
500000,2,3,3,34,11,11,11,11,11,11,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,0
500000,2,3,3,34,9,9,9,9,9,9,250263,247516,245012,243417,233968,209220,29000,29000,30000,30000,6110,6200,0
500000,2,3,3,36,9,9,9,9,9,9,238847,242326,248425,242854,226764,210947,10000,10146,10103,7108,7396,5000,0
500000,2,3,3,37,8,10,10,10,10,9,0,17250,2287,96501,12143,50143,17250,3037,96501,12500,38000,0,0
500000,2,3,3,36,9,9,9,10,10,10,64266,47971,25581,15406,6196,45045,26000,11725,15406,6903,45045,10000,0
500000,2,2,3,43,11,11,11,11,11,11,10330,12320,12209,16727,17738,14117,12320,12209,16727,17744,14117,11691,0
500000,2,3,3,43,11,11,11,11,11,11,270,9390,0,14153,5254,11676,9483,0,14153,5274,11676,2276,0
500000,2,3,3,39,11,11,11,11,11,11,4419,2584,4524,3518,2208,2550,2584,4524,3518,2208,2550,5953,0
500000,2,2,3,36,9,9,9,9,9,9,352986,352870,350017,347410,337015,332360,13016,13172,15200,12000,13617,13000,0
500000,2,2,3,45,11,11,11,11,11,11,443118,155322,67515,68639,70302,40721,155484,67533,72049,70430,40721,133611,0
500000,2,3,3,44,10,10,10,10,10,10,29178,26963,33166,48858,66050,43769,26963,33169,48858,66050,43769,37509,0
500000,2,2,3,40,9,9,9,9,9,9,215508,214460,220047,217920,159393,149626,10004,10025,10294,6046,5076,5000,0
500000,2,3,3,36,11,11,11,11,11,11,8561,682,15714,5390,43386,0,1364,15714,5390,43386,0,0,1
500000,2,3,3,33,11,11,11,11,11,11,10486,32539,10644,7780,19099,4281,32648,11000,7823,19215,4281,8190,0
500000,2,2,3,40,9,9,9,9,9,9,26102,33012,56116,31924,33255,27668,33009,50018,30023,30013,18019,40018,0
500000,2,2,3,37,9,9,9,9,9,9,58448,60182,67153,64079,64120,61295,5000,10000,5169,2322,5174,0,0
500000,2,2,3,43,9,9,9,9,9,9,374802,355323,352868,353297,377371,365278,14000,14500,13000,13000,15000,15000,0
500000,2,2,3,49,11,11,11,11,11,11,12871,5177,4199,7507,4696,58292,5177,4199,7507,4696,58292,36000,0
500000,2,3,3,37,11,11,11,11,11,11,6757,9505,12171,11345,28731,67206,9505,12176,11564,29321,67206,8602,0
500000,2,3,3,49,11,11,11,11,11,11,27936,2305,9073,5714,31868,3663,2305,9083,6105,31868,3663,8110,0
500000,2,3,3,49,11,10,10,10,10,10,1088,4007,9933,14557,53328,58052,4031,10021,14576,53850,58332,37616,0
500000,2,3,3,53,11,11,10,10,10,10,1200,0,3609,4053,0,4487,0,3609,4053,0,4487,638,0
500000,2,2,3,50,9,9,9,7,9,9,290301,296479,306661,306438,298068,293489,11000,15000,10000,10003,10000,11000,0
500000,2,3,3,58,8,10,9,10,9,9,-1,33982,37844,9441,12700,19267,35436,37311,9442,5001,10001,95478,1
500000,2,2,3,52,9,9,9,9,9,9,588000,277559,288835,281810,273700,269552,17559,36500,20000,36000,20000,80013,0
500000,2,2,3,53,10,10,10,10,10,9,10789,7855,17481,12021,132906,122256,7919,17512,12021,132906,0,37380,0
500000,2,3,3,52,11,11,11,11,11,11,9534,9164,9285,20348,10893,9697,9267,9961,20390,10925,9718,13021,0
500000,2,2,3,54,9,9,9,9,9,9,455977,397418,392278,375931,364134,354019,13455,13691,12692,11883,11922,10032,0
500000,2,2,3,38,10,10,9,9,9,9,250,1384,6324,7353,5536,8321,1384,5000,1224,3003,3506,3552,0
500000,2,2,3,34,9,9,9,9,9,9,144774,130097,134810,145182,141062,135358,20053,19000,15000,10040,15000,20000,0
500000,2,2,3,38,9,9,9,9,9,9,242546,184601,189136,172674,20253,29576,7000,8000,9000,791,10000,7000,0
500000,2,3,3,32,10,10,10,10,9,9,93174,45860,28362,41489,44158,37880,45979,28435,41503,31748,25449,22999,0
500000,2,3,3,44,9,9,9,9,9,9,111937,104203,96617,97437,185322,179697,4000,4009,17446,100000,10000,20000,0
500000,2,4,3,32,9,9,9,9,10,10,139255,52757,24273,9508,23294,2235,2040,1292,9555,23310,2244,2156,0
500000,2,2,3,39,9,10,10,10,11,11,11712,523,1543,0,0,0,523,1543,0,0,0,0,0
500000,2,3,3,35,10,10,10,10,10,10,3290,10881,2517,2957,889,40855,11000,2517,2957,1000,41000,170,1
500000,2,2,3,48,9,9,9,9,9,9,79640,75362,73547,47274,46454,41906,3017,3020,2010,2035,3014,3045,0
500000,2,3,3,37,9,9,9,9,9,9,501369,505753,395522,312315,265742,248866,17204,13173,10143,7519,8866,7154,0
500000,2,2,3,46,9,9,10,10,9,9,16400,886,21803,90182,79310,68380,886,21831,90182,2500,2380,2772,0
500000,2,2,3,36,9,9,9,9,9,9,261502,286708,311641,326298,270968,315889,30000,30000,20507,50000,50047,20413,0
500000,2,4,3,54,9,9,9,9,9,9,355251,354394,359522,362412,362550,359481,12680,13464,12821,15033,12788,13000,0
500000,2,3,3,40,9,10,9,9,9,10,18436,2574,1390,3186,1649,2507,3001,1320,2007,1651,2517,4180,0
