LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,SEPT_STATUS,AUGUST_STATUS,JULY_STATUS,JUNE_STATUS,MAY_STATUS,APRILL_STATUS,SEPT_BILL,AUGUST_BILL,JULY_BILL,JUNE_BILL,MAY_BILL,APRIL_BILL,SEPT_PAID,AUGUST_PAID,JULY_PAID,JUNE_PAID,MAY_PAID,APRIL_PAID,DEFAULTED
10000,1,1,2,24,9,10,10,9,9,9,9285,273,8327,9379,9566,9766,273,8327,1200,342,354,438,0
10000,1,1,2,27,8,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,1,1,2,23,9,9,9,9,9,9,7787,8412,9450,9414,5354,5275,1299,1337,1081,191,375,0,0
10000,1,1,2,36,10,10,10,10,9,9,576,3100,3629,6260,5990,6520,4009,4011,6260,120,2000,2000,1
10000,1,1,2,37,9,9,9,9,9,9,4950,5963,6983,7993,8151,8322,1103,1123,1133,291,302,1000,1
10000,1,1,2,61,9,9,9,9,9,9,7700,8595,9273,9774,9973,9638,1293,1235,1000,199,193,197,1
10000,1,1,3,35,9,9,9,9,9,9,7536,8152,8779,9379,9565,9062,1136,1153,1143,329,418,180,1
10000,1,1,3,41,9,9,9,9,9,6,6270,7303,8375,9268,10630,10188,1300,1350,1200,1500,0,0,0
10000,1,1,2,41,9,9,9,9,9,9,4520,3483,6862,8727,8148,8640,2000,4946,2000,1000,1000,1000,0
10000,1,1,2,44,8,7,9,9,9,9,7816,7542,8561,9571,9761,10106,0,1149,1159,349,502,200,0
10000,1,1,2,42,8,7,7,7,9,9,8090,6339,8623,5885,4417,5190,0,2586,0,1000,1000,345,1
10000,1,1,2,34,9,9,9,9,9,9,8820,8813,8464,9474,9716,9960,1100,2148,1158,400,400,400,0
10000,1,1,2,43,9,9,9,9,9,9,9545,10443,7329,8343,8508,8686,1117,1125,2139,304,315,345,0
10000,1,1,3,51,8,10,7,7,9,9,0,950,1170,780,780,0,950,1000,0,0,0,0,0
10000,1,1,2,56,7,7,9,9,9,9,10156,8570,6101,6711,7258,7777,0,1500,2000,2000,2000,2000,0
10000,1,1,3,57,9,9,9,7,7,9,7525,6952,9356,9533,9233,9295,1276,2680,477,0,360,1000,0
10000,1,1,1,22,9,9,9,9,9,9,9473,9661,9001,9768,9233,9154,1288,1400,1200,300,800,500,1
10000,1,1,2,23,9,9,9,9,9,9,8604,8594,9259,9733,9528,9513,1600,1351,1215,400,200,166,0
10000,1,1,2,24,9,9,9,9,9,9,2736,4050,5426,6743,8544,9858,3000,2000,2000,2000,2000,1000,0
10000,1,1,2,25,8,7,7,7,9,9,9737,9947,9802,8450,4060,0,1352,1000,0,1000,900,0,1
10000,1,1,2,29,9,9,9,9,9,9,2944,4877,6287,7521,8389,9252,2000,1500,1500,1000,1000,1000,0
10000,1,1,2,41,9,9,11,11,10,10,10400,0,0,0,400,0,5275,0,0,400,0,2400,0
10000,1,1,2,46,9,9,9,9,9,9,9592,8844,7560,7134,7280,0,1150,1166,2000,146,0,0,1
10000,1,1,3,36,9,9,9,7,7,7,5104,6133,8432,8150,8945,8657,1274,2573,0,1086,0,353,0
10000,1,1,2,36,9,9,9,9,9,9,6728,8050,9531,9904,9310,19000,1446,2017,1000,186,190,0,0
10000,1,1,2,49,8,10,9,9,9,9,2365,9148,7264,9084,4422,1735,10008,5000,5019,1009,1000,9000,0
10000,1,1,3,42,7,7,9,9,7,9,9013,8714,9121,9926,8898,7667,0,1200,1500,0,1000,3000,1
10000,1,1,3,43,9,9,9,11,11,11,8802,10400,0,0,0,0,2000,0,0,0,0,0,0
20000,1,1,2,35,11,11,11,11,10,10,0,0,0,0,13007,13912,0,0,0,13007,1122,0,0
20000,1,1,2,44,7,7,9,9,9,7,8583,8303,9651,10488,12314,11970,0,1651,1000,2000,0,1500,0
20000,1,1,3,43,10,10,9,9,9,9,227,20351,20237,19339,19450,19337,22359,1305,1258,1459,3457,1700,0
20000,1,1,3,33,7,9,9,9,9,11,20500,16237,20960,6914,1017,780,2191,1000,0,1017,780,6380,1
20000,1,1,3,47,8,7,9,9,9,7,19739,19137,19857,15422,19279,9537,0,1200,0,9537,0,0,0
20000,1,1,3,23,10,10,9,9,9,9,3675,19316,19844,19844,20388,19554,19316,1261,651,803,747,155,1
20000,1,1,2,22,9,9,9,11,11,11,19624,16972,0,0,0,0,1000,0,0,0,0,0,1
20000,1,1,3,51,7,9,9,9,9,9,14815,15837,16852,17188,17546,17895,1264,1279,615,635,639,664,0
20000,1,1,3,34,7,9,9,9,9,9,15736,16762,17774,18125,18507,19063,1284,1296,647,672,864,1506,0
20000,1,1,1,47,9,9,9,9,9,9,18768,18795,19390,19464,18126,18827,1400,1400,1000,700,1600,0,0
20000,1,1,3,63,7,7,7,7,7,9,16097,16951,17090,17128,16725,17263,1400,700,600,0,800,772,1
20000,1,1,2,40,9,9,7,6,7,7,12649,15526,16383,15831,15438,17371,3103,1408,0,0,2346,0,0
20000,1,1,2,32,9,9,7,7,7,9,3677,6002,5758,12619,12274,15049,2400,0,7000,0,3000,4000,1
20000,1,1,3,38,9,9,10,10,10,10,19805,19900,390,390,0,780,1000,390,390,0,780,0,1
20000,1,1,2,50,10,10,10,10,10,9,2191,1140,12656,1693,303,12303,1140,12656,1700,500,12000,0,0
20000,1,1,2,52,9,9,7,9,9,9,16735,20373,12071,12567,13949,14318,4008,0,1000,1600,600,532,0
20000,1,1,3,49,10,10,10,10,10,10,390,678,0,780,0,378,678,0,780,0,378,0,0
20000,1,1,2,23,9,9,9,9,9,9,10103,11139,12106,12349,11420,11641,1205,1172,415,404,400,400,0
20000,1,1,2,43,10,10,7,9,9,9,390,1736,1170,780,780,0,1736,0,0,0,0,0,1
20000,1,1,3,41,7,9,9,9,9,9,18738,18986,20110,19584,16539,19466,1376,1500,593,2701,4261,941,1
20000,1,1,1,46,9,9,10,9,10,10,20393,19908,20310,15617,219,1205,1425,20310,1020,219,1205,109,0
20000,1,1,3,46,9,9,9,9,9,9,11325,12654,13659,13635,13922,14689,1519,1524,500,507,1000,500,0
20000,1,1,2,26,9,9,9,9,9,9,16514,17547,18541,19250,19805,20356,1306,1300,1000,1000,1258,590,0
20000,1,1,2,41,9,9,9,9,9,9,9186,9459,10102,10452,10907,10400,1200,1200,500,1000,600,0,0
20000,1,1,3,31,9,9,9,9,9,11,17557,18739,19473,17136,0,0,1466,1200,343,0,0,0,0
20000,1,1,1,46,9,9,9,9,9,11,15523,17264,18325,15680,0,0,2000,1500,500,0,0,0,0
20000,1,1,2,26,1,2,3,4,5,6,43340,42619,35381,31539,27409,23567,0,0,0,0,0,300,0
20000,1,1,2,36,8,10,10,10,10,10,0,832,0,832,1486,0,832,0,832,1486,0,1248,0
20000,1,1,2,39,9,9,9,9,7,7,7824,9000,9867,11929,12091,12245,1307,1174,2236,500,500,0,0
20000,1,1,2,59,8,7,7,5,6,7,19074,18482,20329,19616,19303,1013,0,2300,0,0,0,2821,1
20000,1,1,2,35,10,6,7,9,9,9,8918,8634,8280,11500,9000,0,0,0,4000,7000,0,0,0
20000,1,1,2,38,9,9,9,9,10,10,11805,12186,9331,6927,12457,8900,1400,1023,0,12469,598,1,1
20000,1,1,2,44,10,7,10,10,10,10,780,390,390,390,390,0,0,390,390,390,0,780,0
20000,1,1,3,47,7,7,7,7,7,9,14328,17196,17418,17608,17187,17528,3114,800,770,0,776,549,1
20000,1,1,2,53,7,7,11,11,10,10,19369,3888,3167,-129,9703,9871,3900,3179,773,9832,10084,4380,0
20000,1,1,2,22,9,9,9,9,9,9,11242,11070,11788,9607,9191,0,1282,1000,192,184,0,0,0
20000,1,1,2,28,7,9,9,9,7,9,14043,13266,14340,15301,14916,15515,1600,1600,1500,0,1000,500,0
20000,1,1,2,23,10,7,10,10,10,10,780,390,380,390,0,780,0,380,400,0,780,0,0
20000,1,1,2,26,10,10,10,11,11,11,96,780,0,0,0,0,1560,0,0,0,0,0,0
20000,1,1,3,26,6,7,6,7,9,9,10135,11926,11448,10970,11636,12442,2100,0,0,1000,1000,0,1
20000,1,1,3,51,10,10,11,11,11,11,2300,0,0,0,0,0,0,0,0,0,0,0,1
20000,1,1,3,36,9,9,9,9,9,9,18839,19919,20042,20204,19662,14218,1690,1203,755,701,600,115,0
20000,1,1,2,49,9,9,9,9,9,9,15237,16030,17948,18647,19193,19721,1600,2500,1000,846,1000,593,0
20000,1,1,3,56,8,7,9,9,7,7,8766,8481,13318,15096,14717,16159,0,5000,2000,0,2000,0,1
20000,1,1,3,40,9,9,9,9,9,9,20167,37198,17858,16400,14711,18691,1308,2466,555,583,4275,973,0
20000,1,1,3,35,8,7,9,9,9,9,24122,23089,22422,20794,19914,7476,1300,1481,503,2019,233,100,0
20000,1,1,3,44,9,9,7,6,7,7,11007,15010,15767,15223,14837,16083,4525,1300,0,0,1495,3198,0
20000,1,1,2,26,9,9,11,11,11,11,16320,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,1,2,48,8,7,7,9,9,9,16434,17452,16879,17059,17263,17675,1577,0,757,628,700,2488,0
20000,1,1,2,25,7,7,5,5,5,5,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,1
20000,1,1,2,24,9,9,9,9,9,7,12188,12904,14217,14360,16140,16287,1220,1533,676,2177,559,0,1
20000,1,1,2,23,8,7,7,6,7,7,9126,8835,11088,10618,10304,11232,0,2400,0,0,1100,0,1
20000,1,1,2,26,7,9,9,9,9,9,17880,19224,19327,18696,19233,19909,1641,2400,632,800,1000,1500,1
20000,1,1,1,57,8,7,9,9,9,9,20442,20141,19888,20318,20364,20134,1200,1300,1000,1000,1000,1000,0
20000,1,1,2,26,7,7,10,10,7,9,20155,10356,556,20897,20438,20325,0,600,20900,1,805,752,0
20000,1,1,2,32,8,7,9,9,9,9,19844,19238,20205,19588,20037,19880,0,1302,685,748,697,690,0
20000,1,1,3,27,9,9,7,9,9,9,20184,20702,20057,19583,19991,20446,2950,2,687,709,965,559,1
20000,1,1,2,22,9,9,9,9,9,9,18535,18541,18270,16992,19025,35744,5109,1600,2400,3800,739,2000,1
20000,1,1,2,24,8,7,9,9,9,9,17231,15897,16232,16555,16104,16055,0,1300,573,576,600,1900,0
20000,1,1,3,50,7,7,7,9,9,9,15089,17037,17457,17868,18428,19120,2200,1000,1000,1000,1000,900,1
20000,1,1,3,56,9,9,9,9,7,9,10847,12176,12884,13784,13420,13686,1508,1216,1116,0,490,658,0
20000,1,1,2,39,7,9,9,9,9,9,18243,17557,19880,19471,16211,14365,1677,3000,590,687,524,235,1
20000,1,1,2,43,10,9,9,10,9,9,6085,6607,2800,11052,10522,9150,1045,1028,11052,311,183,0,1
20000,1,1,2,59,7,7,7,9,9,9,5119,5546,6302,7193,8075,8938,1500,1000,1000,1000,1000,1000,0
20000,1,1,2,58,9,9,11,11,11,11,12066,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,1,2,37,9,9,9,10,10,11,19716,20518,16551,1700,0,0,1547,1350,1700,0,0,0,0
20000,1,1,3,49,9,9,9,9,10,10,13881,12170,13237,10790,390,780,1218,1285,608,390,780,0,0
20000,1,1,2,23,9,9,9,9,9,9,17030,18064,19046,19221,18603,19075,1315,1297,672,675,781,734,0
20000,1,1,2,32,9,9,9,9,7,7,4338,5355,6369,6891,6635,7287,1092,1106,628,0,762,0,0
20000,1,1,1,48,8,11,10,9,9,9,-739,-5978,16089,14457,20106,10258,0,42400,289,201,410,0,1
20000,1,1,3,39,9,9,9,9,9,9,16946,14960,12772,12630,12524,11179,1529,1161,409,444,405,163,0
20000,1,1,3,45,9,9,7,7,7,7,10574,13097,12595,13157,12803,13851,3010,0,1070,0,1260,0,1
20000,1,1,3,41,9,9,9,7,9,9,13225,13655,14461,13221,12591,12631,1700,2100,0,458,1000,1000,1
20000,1,1,2,51,9,9,9,9,10,10,9953,13989,14953,14710,900,0,5000,1275,2704,3200,0,0,0
20000,1,1,3,52,8,7,7,11,11,11,10474,10000,0,0,0,0,0,0,0,0,0,0,1
20000,1,1,3,44,9,9,9,9,9,9,18467,19106,19690,19684,19697,19849,1328,1302,686,701,855,988,0
20000,1,1,2,24,9,9,9,9,9,9,9249,10439,11448,11561,12221,12865,1500,1487,600,1000,1000,1000,1
20000,1,1,2,24,10,10,10,9,9,9,1473,390,8595,7454,7208,0,390,8595,149,144,0,780,0
20000,1,1,3,51,9,9,9,9,7,7,14341,15371,16375,18905,19462,18967,1266,1270,2800,1000,0,512,1
20000,1,1,2,24,9,9,9,9,10,10,17895,19598,19701,3486,199,0,2000,1000,400,199,0,0,0
20000,1,1,3,28,8,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,1,1,3,27,8,6,7,9,9,11,20386,20757,19200,20000,0,0,1000,0,1000,0,0,0,0
20000,1,1,2,26,10,6,7,9,9,9,20780,20172,19400,20000,20000,0,0,0,1000,0,0,0,0
20000,1,1,2,43,9,9,9,9,9,9,19107,20120,19445,19831,19473,20009,1330,1274,660,752,906,650,0
20000,1,1,3,69,9,9,9,9,9,9,18516,19193,18578,17989,19533,20039,1700,2000,2000,2000,831,400,0
20000,1,1,3,52,8,7,9,9,9,11,20838,20212,20148,19845,0,0,0,1200,397,0,0,0,1
20000,1,1,2,56,9,9,9,9,9,9,15552,16596,17609,17329,17850,18046,1300,1300,700,800,602,600,0
20000,1,1,2,44,5,6,7,9,9,7,12480,12001,11516,11436,12553,12501,0,0,408,1300,300,0,1
20000,1,1,2,38,9,9,9,9,9,9,18878,19286,18977,18335,18718,18475,1318,1289,647,669,664,682,0
20000,1,1,2,29,9,9,9,9,9,9,11455,12866,5596,7337,8063,8769,2000,1500,2000,1000,1000,2100,0
20000,1,1,2,22,11,11,10,10,7,7,20732,19981,431,20786,20355,18752,2,431,20355,0,2732,7189,1
20000,1,1,2,24,8,10,9,9,9,7,0,5536,18884,18059,18163,16990,5536,14000,137,500,0,0,0
20000,1,1,2,22,8,7,9,9,9,9,18977,18374,18458,18852,19546,21165,0,1680,1000,1000,2100,0,0
20000,1,1,2,24,9,9,9,9,7,7,13470,14748,15761,17497,17075,19777,1500,1264,2000,0,3000,0,1
20000,1,1,2,39,9,10,9,10,10,10,6530,8389,10090,3450,13030,9507,8389,5000,3450,13030,9507,19794,0
20000,1,1,2,23,7,7,7,7,6,7,15034,17676,17100,19111,18525,18080,3200,0,2600,0,0,1700,1
20000,1,1,2,40,9,9,9,9,9,9,17180,17715,18841,18989,11583,11859,1500,1500,1000,1000,1000,1000,0
20000,1,1,2,49,9,9,9,10,9,10,19363,19609,-391,19413,12223,2110,1200,160,20394,347,2110,12996,0
20000,1,1,2,28,10,9,9,9,9,9,16122,16787,14459,14743,16351,17126,2000,2000,2000,2000,2000,2000,1
20000,1,1,2,24,9,9,9,9,9,11,14628,16391,18045,18055,0,0,3000,2000,1000,0,0,0,0
20000,1,1,2,28,10,7,7,7,9,9,3515,4301,5075,4845,6753,9615,1000,1000,0,2000,3000,2000,1
20000,1,1,2,24,8,11,11,11,11,11,-1400,-1400,-1400,-1000,-1000,0,0,0,1000,0,1000,0,0
20000,1,1,3,53,9,9,9,9,9,9,16854,18075,19020,19000,19500,10000,1500,1400,380,500,500,0,0
20000,1,1,2,61,7,9,9,11,11,11,18828,10400,0,0,0,0,1400,0,0,0,0,0,0
20000,1,1,2,43,8,10,7,9,9,9,-20,780,780,1560,780,0,800,0,0,0,0,0,0
20000,1,1,3,36,9,9,9,10,10,10,6620,7114,3948,18838,-71,8929,2151,3600,20044,65,9000,5203,0
20000,1,1,3,29,9,9,9,11,11,11,11136,20649,-1001,-1,-1,-1,10000,0,1000,0,0,0,0
20000,1,1,3,45,10,7,9,9,9,9,1340,950,1560,1170,780,780,0,1000,0,0,0,0,1
20000,1,1,2,27,9,9,9,9,10,7,20443,19038,38730,-210,690,150,1558,1400,400,1290,0,780,0
20000,1,1,2,29,10,10,10,10,10,10,4453,7997,6573,7422,4381,11718,8019,6779,7547,4589,12000,7556,0
20000,1,1,3,36,7,7,6,6,6,6,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
20000,1,1,3,53,9,9,7,9,9,9,17614,19323,19694,20004,20159,20059,2000,1000,1000,1000,1000,800,1
20000,1,1,3,47,9,9,7,7,7,7,7384,9356,9400,10085,9785,10481,2108,352,837,0,855,0,1
20000,1,1,2,45,8,7,7,7,7,7,15748,16497,16928,17354,16934,18347,1300,1000,1000,0,1700,600,1
20000,1,1,2,25,9,9,9,9,9,9,13701,14413,15781,15939,16271,16590,1241,1609,717,738,740,789,0
20000,1,1,2,23,8,7,9,9,9,6,14034,13524,14983,16197,18932,18271,0,2000,1780,3000,0,0,1
20000,1,1,2,28,8,7,9,9,9,9,5653,5419,6365,6608,7001,7233,0,1200,350,500,500,300,1
20000,1,1,2,40,9,9,7,9,9,11,5945,8184,7839,7999,0,0,2345,0,160,0,0,0,1
20000,1,1,2,51,11,11,11,11,11,11,21353,20736,20000,0,0,0,0,38,0,0,0,0,1
20000,1,1,3,55,8,7,9,9,9,9,19420,19810,20037,19640,15378,7284,1000,1400,393,308,1000,0,0
20000,1,1,2,52,7,9,9,9,9,9,14038,13568,14630,27408,13984,0,1338,1400,274,560,0,0,1
20000,1,1,2,34,10,10,7,7,11,11,390,780,780,0,0,0,780,0,0,0,0,0,1
20000,1,1,3,56,9,9,7,9,9,9,14231,16074,14212,14694,13807,14412,2100,1000,1000,700,1000,500,0
20000,1,1,3,45,10,7,9,9,7,9,5577,5346,9984,19089,18356,17203,0,5000,10089,0,2000,4166,0
20000,1,1,2,31,7,7,7,7,7,7,13335,15617,15090,16859,16472,21819,2800,0,2001,0,5782,0,0
20000,1,1,2,23,9,9,10,9,9,9,17010,-820,19970,19580,20180,20000,0,21490,600,600,600,0,0
20000,1,1,3,36,1,2,3,4,5,6,24166,23845,23214,22583,21662,21031,0,0,0,0,0,0,1
20000,1,1,2,23,9,9,9,10,10,10,2331,3544,3064,1587,-193,3107,2700,2300,2100,0,5000,0,1
20000,1,1,2,55,10,6,7,9,9,10,3413,3206,2250,1500,750,1650,0,0,0,0,1650,0,0
20000,1,1,3,44,7,7,7,7,9,9,12436,12943,15428,14883,15494,16086,1000,2700,0,850,850,850,1
20000,1,1,2,23,10,9,9,9,9,9,9525,16977,18546,18846,18066,17463,8000,2000,900,0,1000,0,0
20000,1,1,3,57,10,10,10,10,9,9,390,390,390,21515,2942,0,390,390,10728,59,0,0,1
20000,1,1,2,23,10,10,10,9,9,9,1706,6354,6849,4113,3910,2547,6394,6849,82,78,51,16522,0
20000,1,1,3,25,9,9,9,9,9,9,15706,16849,17285,18683,9121,14374,1700,1110,1500,500,300,150,0
20000,1,1,2,25,9,9,10,10,10,10,3556,3271,798,798,798,408,1481,798,798,798,408,1188,0
20000,1,1,2,48,9,9,9,9,7,9,5861,6728,7739,8339,8061,8221,1119,1130,730,0,294,305,0
20000,1,1,3,52,10,10,10,10,10,10,2912,390,780,780,780,390,390,780,780,780,390,780,0
20000,1,1,3,42,7,7,7,11,11,11,13053,4078,0,0,0,0,16,0,0,0,0,0,1
20000,1,1,3,37,9,10,10,10,10,10,1439,1251,390,390,370,-20,1251,400,390,370,0,800,0
20000,1,1,2,35,9,9,9,9,9,9,17365,19001,20269,18654,18914,20200,2618,2276,791,686,1600,0,0
20000,1,1,3,44,10,10,10,10,9,9,2522,169,1261,1170,780,390,169,1261,1170,0,0,0,0
20000,1,1,3,44,9,9,9,9,9,9,5855,6874,8037,8253,8427,9468,1122,1285,500,307,1182,0,0
20000,1,1,2,26,7,9,9,9,9,9,14081,15835,16985,19985,9421,9764,2000,2000,3000,1000,500,1000,1
20000,1,1,2,40,8,6,7,9,9,9,9080,8790,8505,9557,10395,11227,0,0,1200,1000,1000,1000,0
20000,1,1,3,38,7,9,9,10,10,10,19868,19805,19900,390,390,0,1515,1000,390,390,0,780,1
20000,1,1,3,56,8,7,7,7,7,9,9453,10143,10730,12241,11748,12456,1000,900,2000,0,900,3200,1
20000,1,1,2,41,8,7,10,10,10,10,9913,3261,1491,390,390,390,50,1491,2500,390,390,0,0
20000,1,1,3,39,9,9,10,9,9,9,19831,1391,19037,19939,15110,0,1300,20398,1300,694,0,0,0
20000,1,1,3,52,9,9,6,7,9,9,16049,19967,19368,18759,19131,19533,4519,0,0,683,709,1027,1
20000,1,1,2,28,8,7,9,9,9,7,18953,14043,13266,14340,15301,14916,18,1600,1600,1500,0,1000,0
20000,1,1,2,32,9,9,9,9,9,7,3448,4460,5326,6574,7417,2246,1230,1096,1344,1187,285,66,0
20000,1,1,2,24,6,6,7,7,7,7,15846,16283,17325,17542,17756,18023,1000,1600,800,800,700,800,1
20000,1,1,2,24,9,9,9,9,9,9,16973,17984,18748,19627,19624,19652,1600,1357,1236,623,653,673,0
20000,1,1,2,28,8,7,9,9,6,7,8055,7777,8805,12647,12173,11855,0,1158,4000,0,0,900,1
20000,1,1,4,29,4,5,6,7,6,6,1800,1800,1800,1800,1800,1800,0,0,0,0,0,0,0
